as_of_date,store_id,city,state,region,product_id,product_name,category,sub_category,on_hand_qty,reorder_point,avg_daily_sales,days_of_supply,is_stockout_risk
2017-12-30,UnitedStates-East-Buffalo-NewYork,Buffalo,New York,East,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,6,2,0.0444,135.00,f
2017-12-30,UnitedStates-East-Burlington-Vermont,Burlington,Vermont,East,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,4,2,0.0778,51.43,f
2017-12-30,UnitedStates-East-Cincinnati-Ohio,Cincinnati,Ohio,East,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,6,2,0.0333,180.00,f
2017-12-30,UnitedStates-East-Cincinnati-Ohio,Cincinnati,Ohio,East,OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage,0,2,0.0111,0.00,t
2017-12-30,UnitedStates-East-Cleveland-Ohio,Cleveland,Ohio,East,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,3,2,0.0778,38.57,f
2017-12-30,UnitedStates-East-Clinton-Maryland,Clinton,Maryland,East,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,6,2,0.0333,180.00,f
2017-12-30,UnitedStates-East-Clinton-Maryland,Clinton,Maryland,East,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,2,2,0.0111,180.00,t
2017-12-30,UnitedStates-East-Columbia-Maryland,Columbia,Maryland,East,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,8,2,0.0778,102.86,f
2017-12-30,UnitedStates-East-Columbia-Maryland,Columbia,Maryland,East,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-East-Columbia-Maryland,Columbia,Maryland,East,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,5,2,0.1333,37.50,f
2017-12-30,UnitedStates-East-Columbia-Maryland,Columbia,Maryland,East,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,Technology,Accessories,1,2,0.0333,30.00,t
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,6,2,0.0778,77.14,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,6,2,0.0333,180.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,5,2,0.0556,90.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-PA-10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,Supplies,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-Columbus-Ohio,Columbus,Ohio,East,TEC-PH-10003092,Motorola L804,Technology,Phones,2,2,0.0889,22.50,t
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,7,2,0.0444,157.50,f
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,5,2,0.0444,112.50,f
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,0,2,0.0111,0.00,t
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,6,2,0.0889,67.50,f
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,5,2,0.0667,75.00,f
2017-12-30,UnitedStates-East-Cranston-RhodeIsland,Cranston,Rhode Island,East,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,7,2,0.0111,630.00,f
2017-12-30,UnitedStates-East-Danbury-Connecticut,Danbury,Connecticut,East,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-EastOrange-NewJersey,East Orange,New Jersey,East,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,Technology,Accessories,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-East-Elyria-Ohio,Elyria,Ohio,East,OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,1,2,0.0111,90.00,t
2017-12-30,UnitedStates-East-Everett-Massachusetts,Everett,Massachusetts,East,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-East-Everett-Massachusetts,Everett,Massachusetts,East,OFF-LA-10002475,Avery 519,Office Supplies,Labels,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-Everett-Massachusetts,Everett,Massachusetts,East,OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,4,2,0.0111,360.00,f
2017-12-30,UnitedStates-East-Everett-Massachusetts,Everett,Massachusetts,East,OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,4,2,0.1111,36.00,f
2017-12-30,UnitedStates-East-Fairfield-Connecticut,Fairfield,Connecticut,East,FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-East-Fairfield-Connecticut,Fairfield,Connecticut,East,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,4,2,0.0778,51.43,f
2017-12-30,UnitedStates-East-Fairfield-Connecticut,Fairfield,Connecticut,East,OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-Fairfield-Connecticut,Fairfield,Connecticut,East,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,1,2,0.0556,18.00,t
2017-12-30,UnitedStates-East-Fairfield-Connecticut,Fairfield,Connecticut,East,OFF-PA-10001972,Xerox 214,Office Supplies,Paper,5,2,0.0333,150.00,f
2017-12-30,UnitedStates-East-Fairfield-Ohio,Fairfield,Ohio,East,FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-East-Fairfield-Ohio,Fairfield,Ohio,East,OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,1,2,0.0111,90.00,t
2017-12-30,UnitedStates-East-Fairfield-Ohio,Fairfield,Ohio,East,OFF-FA-10002975,Staples,Office Supplies,Fasteners,9,2,0.1444,62.31,f
2017-12-30,UnitedStates-East-Fairfield-Ohio,Fairfield,Ohio,East,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,1,2,0.0333,30.00,t
2017-12-30,UnitedStates-East-Fairfield-Ohio,Fairfield,Ohio,East,TEC-AC-10002473,Maxell 4.7GB DVD-R,Technology,Accessories,8,2,0.0778,102.86,f
2017-12-30,UnitedStates-East-GroveCity-Ohio,Grove City,Ohio,East,OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-East-GroveCity-Ohio,Grove City,Ohio,East,TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,11,2,0.1111,99.00,f
2017-12-30,UnitedStates-East-Hagerstown-Maryland,Hagerstown,Maryland,East,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,2,2,0.0667,30.00,t
2017-12-30,UnitedStates-East-Lakewood-NewJersey,Lakewood,New Jersey,East,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-East-Lakewood-NewJersey,Lakewood,New Jersey,East,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-East-Lakewood-NewJersey,Lakewood,New Jersey,East,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,7,2,0.0556,126.00,f
2017-12-30,UnitedStates-East-Lakewood-NewJersey,Lakewood,New Jersey,East,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings,7,2,0.0444,157.50,f
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,8,2,0.0222,360.00,f
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,9,2,0.1000,90.00,f
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,5,2,0.0778,64.29,f
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,4,2,0.0444,90.00,f
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,1,2,0.0111,90.00,t
2017-12-30,UnitedStates-East-Lakewood-Ohio,Lakewood,Ohio,East,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-East-Lancaster-Ohio,Lancaster,Ohio,East,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,3,2,0.0333,90.00,f
2017-12-30,UnitedStates-East-Lancaster-Ohio,Lancaster,Ohio,East,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,1,2,0.0444,22.50,t
2017-12-30,UnitedStates-East-Lancaster-Pennsylvania,Lancaster,Pennsylvania,East,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,3,2,0.0778,38.57,f
2017-12-30,UnitedStates-East-Lancaster-Pennsylvania,Lancaster,Pennsylvania,East,OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,6,2,0.0778,77.14,f
2017-12-30,UnitedStates-East-Lancaster-Pennsylvania,Lancaster,Pennsylvania,East,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-East-Lancaster-Pennsylvania,Lancaster,Pennsylvania,East,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,7,2,0.0111,630.00,f
2017-12-30,UnitedStates-East-Lancaster-Pennsylvania,Lancaster,Pennsylvania,East,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Technology,Phones,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,9,2,0.0444,202.50,f
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,2,2,0.0667,30.00,t
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,OFF-ST-10002790,Safco Industrial Shelving,Office Supplies,Storage,5,2,0.0111,450.00,f
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-East-Lawrence-Massachusetts,Lawrence,Massachusetts,East,TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-East-LongBeach-NewYork,Long Beach,New York,East,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,6,2,0.0556,108.00,f
2017-12-30,UnitedStates-East-Lowell-Massachusetts,Lowell,Massachusetts,East,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,9,2,0.0778,115.71,f
2017-12-30,UnitedStates-East-Lowell-Massachusetts,Lowell,Massachusetts,East,OFF-SU-10001935,Staple remover,Office Supplies,Supplies,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-East-Lowell-Massachusetts,Lowell,Massachusetts,East,TEC-PH-10004977,GE 30524EE4,Technology,Phones,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-East-Marion-Ohio,Marion,Ohio,East,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-East-Middletown-Connecticut,Middletown,Connecticut,East,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-East-NewBedford-Massachusetts,New Bedford,Massachusetts,East,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,8,2,0.0556,144.00,f
2017-12-30,UnitedStates-East-NewBedford-Massachusetts,New Bedford,Massachusetts,East,OFF-PA-10001972,Xerox 214,Office Supplies,Paper,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-East-NewBedford-Massachusetts,New Bedford,Massachusetts,East,TEC-PH-10001527,Plantronics MX500i Earset,Technology,Phones,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,0,2,0.0222,0.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,0,2,0.0222,0.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,2,2,0.0444,45.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,7,2,0.0556,126.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,8,2,0.0667,120.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,4,2,0.1000,40.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,8,2,0.0222,360.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,8,2,0.0778,102.86,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,Furnishings,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,7,2,0.1444,48.46,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,10,2,0.0889,112.50,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,0,2,0.0111,0.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,3,2,0.0556,54.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,8,2,0.0444,180.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables,1,2,0.0222,45.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,5,2,0.0556,90.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,5,2,0.1444,34.62,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,10,2,0.0778,128.57,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,4,2,0.0778,51.43,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AP-10004249,Staple holder,Office Supplies,Appliances,0,2,0.0333,0.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10001573,American Pencil,Office Supplies,Art,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,8,2,0.0667,120.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,5,2,0.0556,90.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,10,2,0.1000,100.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,8,2,0.0444,180.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,5,2,0.0667,75.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,2,2,0.0667,30.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,8,2,0.0889,90.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,8,2,0.0778,102.86,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,9,2,0.0778,115.71,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,2,2,0.0111,180.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,4,2,0.0111,360.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,3,2,0.0667,45.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,4,2,0.0556,72.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders,8,2,0.0444,180.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,9,2,0.0556,162.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003655,Durable Pressboard Binders,Office Supplies,Binders,2,2,0.0667,30.00,t
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders,8,2,0.0222,360.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,3,2,0.0333,90.00,f
2017-12-30,UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,6,2,0.0333,180.00,f
