store_id,city,state,region,orders,sales,profit,profit_margin_pct,units
UnitedStates-East-NewBedford-Massachusetts,New Bedford,Massachusetts,East,4,235.9700,50.4861,21.40,22
UnitedStates-East-NewBrunswick-NewJersey,New Brunswick,New Jersey,East,1,14.7700,7.1567,48.45,3
UnitedStates-East-NewRochelle-NewYork,New Rochelle,New York,East,5,1255.2280,368.4110,29.35,27
UnitedStates-East-NewYorkCity-NewYork,New York City,New York,East,450,256368.1610,62036.9837,24.20,3417
UnitedStates-East-Newark-Delaware,Newark,Delaware,East,29,20448.0500,8086.1715,39.54,225
UnitedStates-East-Newark-Ohio,Newark,Ohio,East,16,8128.0690,-2292.4127,-28.20,137
UnitedStates-East-NiagaraFalls-NewYork,Niagara Falls,New York,East,2,199.8420,59.2383,29.64,12
UnitedStates-East-Norwich-Connecticut,Norwich,Connecticut,East,4,414.0400,164.0896,39.63,12
UnitedStates-East-Oceanside-NewYork,Oceanside,New York,East,8,3851.1260,655.1669,17.01,82
UnitedStates-East-Orange-NewJersey,Orange,New Jersey,East,5,211.1100,66.5698,31.53,17
UnitedStates-East-Parma-Ohio,Parma,Ohio,East,4,3879.7560,31.0618,0.80,40
UnitedStates-East-Passaic-NewJersey,Passaic,New Jersey,East,1,1562.0860,356.8186,22.84,24
UnitedStates-East-Paterson-NewJersey,Paterson,New Jersey,East,6,2243.2100,740.4900,33.01,62
UnitedStates-East-PerthAmboy-NewJersey,Perth Amboy,New Jersey,East,4,1717.0800,633.6440,36.90,22
UnitedStates-East-Philadelphia-Pennsylvania,Philadelphia,Pennsylvania,East,265,109077.0130,-13837.7674,-12.69,1981
UnitedStates-East-Plainfield-NewJersey,Plainfield,New Jersey,East,7,4526.8500,1235.6657,27.30,49
UnitedStates-East-Providence-RhodeIsland,Providence,Rhode Island,East,13,15980.6500,5505.6569,34.45,118
UnitedStates-East-Quincy-Massachusetts,Quincy,Massachusetts,East,5,946.1750,297.9889,31.49,44
UnitedStates-East-Reading-Pennsylvania,Reading,Pennsylvania,East,4,873.7120,-268.7642,-30.76,16
UnitedStates-East-Revere-Massachusetts,Revere,Massachusetts,East,3,833.2600,258.8366,31.06,24
UnitedStates-East-Rochester-NewYork,Rochester,New York,East,20,6017.1300,1223.2151,20.33,120
UnitedStates-East-Rockville-Maryland,Rockville,Maryland,East,3,469.7700,133.2147,28.36,11
UnitedStates-East-Rome-NewYork,Rome,New York,East,3,534.8520,154.2138,28.83,22
UnitedStates-East-Shelton-Connecticut,Shelton,Connecticut,East,1,73.3300,21.4053,29.19,5
UnitedStates-East-Springfield-Ohio,Springfield,Ohio,East,19,5613.1670,-1420.1620,-25.30,137
UnitedStates-East-Toledo-Ohio,Toledo,Ohio,East,15,4466.0530,-339.9968,-7.61,122
UnitedStates-East-Troy-NewYork,Troy,New York,East,6,1326.5560,330.4355,24.91,57
UnitedStates-East-Troy-Ohio,Troy,Ohio,East,8,3180.5350,-874.5873,-27.50,55
UnitedStates-East-Utica-NewYork,Utica,New York,East,4,655.0400,188.5596,28.79,33
UnitedStates-East-Vineland-NewJersey,Vineland,New Jersey,East,4,647.9660,62.2518,9.61,24
UnitedStates-East-Warwick-RhodeIsland,Warwick,Rhode Island,East,4,2426.8400,1063.7956,43.83,14
UnitedStates-East-Washington-DistrictofColumbia,Washington,District of Columbia,East,4,2865.0200,1059.5893,36.98,40
UnitedStates-East-Waterbury-Connecticut,Waterbury,Connecticut,East,5,1326.0600,338.9355,25.56,33
UnitedStates-East-Watertown-NewYork,Watertown,New York,East,7,4044.9980,907.0072,22.42,35
UnitedStates-East-Westfield-NewJersey,Westfield,New Jersey,East,4,519.7200,153.1758,29.47,16
UnitedStates-East-Wheeling-WestVirginia,Wheeling,West Virginia,East,2,1209.8240,185.9216,15.37,18
UnitedStates-East-Wilmington-Delaware,Wilmington,Delaware,East,9,6553.8990,1775.0723,27.08,120
UnitedStates-East-Woonsocket-RhodeIsland,Woonsocket,Rhode Island,East,3,195.5500,78.6791,40.23,15
UnitedStates-East-Yonkers-NewYork,Yonkers,New York,East,6,7657.6660,2767.7557,36.14,57
UnitedStates-East-York-Pennsylvania,York,Pennsylvania,East,2,817.9780,-102.1692,-12.49,19
UnitedStates-South-Alexandria-Virginia,Alexandria,Virginia,South,6,5519.5700,318.6183,5.77,84
UnitedStates-South-Apopka-Florida,Apopka,Florida,South,3,904.5540,54.3634,6.01,31
UnitedStates-South-Arlington-Virginia,Arlington,Virginia,South,21,14366.7600,4424.0855,30.79,128
UnitedStates-South-Asheville-NorthCarolina,Asheville,North Carolina,South,6,1475.3760,77.5074,5.25,28
UnitedStates-South-Athens-Georgia,Athens,Georgia,South,5,1720.8100,479.3221,27.85,30
UnitedStates-South-Atlanta-Georgia,Atlanta,Georgia,South,17,17197.8400,6993.6629,40.67,156
UnitedStates-South-Auburn-Alabama,Auburn,Alabama,South,3,1766.8300,452.6071,25.62,16
UnitedStates-South-Bartlett-Tennessee,Bartlett,Tennessee,South,1,88.9600,10.0080,11.25,8
UnitedStates-South-BocaRaton-Florida,Boca Raton,Florida,South,2,63.0080,-22.6456,-35.94,8
UnitedStates-South-BossierCity-Louisiana,Bossier City,Louisiana,South,2,1417.1800,336.9608,23.78,24
UnitedStates-South-BowlingGreen-Kentucky,Bowling Green,Kentucky,South,2,211.8100,67.1168,31.69,5
UnitedStates-South-BoyntonBeach-Florida,Boynton Beach,Florida,South,4,469.5850,50.6615,10.79,28
UnitedStates-South-Bristol-Tennessee,Bristol,Tennessee,South,4,436.6020,-126.5204,-28.98,14
UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,7,12681.2820,-5894.5269,-46.48,46
UnitedStates-South-Cary-NorthCarolina,Cary,North Carolina,South,3,505.2080,54.0386,10.70,19
UnitedStates-South-ChapelHill-NorthCarolina,Chapel Hill,North Carolina,South,1,14.0160,4.7304,33.75,3
UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,24,13693.3390,-429.7824,-3.14,243
UnitedStates-South-Charlottesville-Virginia,Charlottesville,Virginia,South,2,102.6100,22.6278,22.05,7
UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,6,988.8030,27.1918,2.75,38
UnitedStates-South-Chesapeake-Virginia,Chesapeake,Virginia,South,10,5996.7200,1262.7870,21.06,72
UnitedStates-South-Clarksville-Tennessee,Clarksville,Tennessee,South,3,2217.7300,-1055.3532,-47.59,27
UnitedStates-South-Columbia-SouthCarolina,Columbia,South Carolina,South,11,6168.1600,1388.3777,22.51,119
UnitedStates-South-Columbia-Tennessee,Columbia,Tennessee,South,10,5162.7740,-664.2566,-12.87,69
UnitedStates-South-Columbus-Georgia,Columbus,Georgia,South,40,14845.0500,4104.1219,27.65,258
UnitedStates-South-Concord-NorthCarolina,Concord,North Carolina,South,5,5111.8440,-1788.6868,-34.99,44
UnitedStates-South-Conway-Arkansas,Conway,Arkansas,South,1,301.9600,45.2940,15.00,2
UnitedStates-South-CoralGables-Florida,Coral Gables,Florida,South,1,64.2480,22.3578,34.80,6
UnitedStates-South-CoralSprings-Florida,Coral Springs,Florida,South,4,824.9920,18.5568,2.25,21
UnitedStates-South-DaytonaBeach-Florida,Daytona Beach,Florida,South,2,272.3315,-52.3340,-19.22,10
UnitedStates-South-Decatur-Alabama,Decatur,Alabama,South,7,3374.8200,1000.0881,29.63,52
UnitedStates-South-DelrayBeach-Florida,Delray Beach,Florida,South,2,242.5360,29.0542,11.98,11
UnitedStates-South-Deltona-Florida,Deltona,Florida,South,4,893.2400,122.1344,13.67,19
UnitedStates-South-Durham-NorthCarolina,Durham,North Carolina,South,5,879.9600,116.8699,13.28,33
UnitedStates-South-EastPoint-Georgia,East Point,Georgia,South,1,268.4000,102.0138,38.01,7
UnitedStates-South-Fayetteville-Arkansas,Fayetteville,Arkansas,South,8,3742.8100,1691.9419,45.21,51
UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,12,3183.1160,126.7273,3.98,117
UnitedStates-South-Florence-Alabama,Florence,Alabama,South,3,1997.3500,248.6589,12.45,24
UnitedStates-South-Florence-Kentucky,Florence,Kentucky,South,4,4559.8000,1837.3541,40.29,38
UnitedStates-South-Florence-SouthCarolina,Florence,South Carolina,South,4,1064.5700,82.9531,7.79,29
UnitedStates-South-FortLauderdale-Florida,Fort Lauderdale,Florida,South,12,4929.5325,-161.3551,-3.27,65
UnitedStates-South-Franklin-Tennessee,Franklin,Tennessee,South,6,948.2280,-92.5360,-9.76,31
UnitedStates-South-Gastonia-NorthCarolina,Gastonia,North Carolina,South,1,895.0600,-14.7436,-1.65,16
UnitedStates-South-Georgetown-Kentucky,Georgetown,Kentucky,South,3,1786.4200,402.7600,22.55,35
UnitedStates-South-Goldsboro-NorthCarolina,Goldsboro,North Carolina,South,1,34.9440,3.0576,8.75,3
UnitedStates-South-Greensboro-NorthCarolina,Greensboro,North Carolina,South,8,2406.7800,-122.9534,-5.11,50
UnitedStates-South-Greenville-NorthCarolina,Greenville,North Carolina,South,5,2117.8300,-548.9884,-25.92,27
UnitedStates-South-Gulfport-Mississippi,Gulfport,Mississippi,South,3,166.5000,77.5761,46.59,20
UnitedStates-South-Hampton-Virginia,Hampton,Virginia,South,5,2722.2600,953.8323,35.04,48
UnitedStates-South-Harrisonburg-Virginia,Harrisonburg,Virginia,South,4,4388.7100,889.5239,20.27,25
UnitedStates-South-Hattiesburg-Mississippi,Hattiesburg,Mississippi,South,3,1722.8400,582.0694,33.79,38
UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,17,15661.0100,4518.8169,28.85,185
UnitedStates-South-Hendersonville-Tennessee,Hendersonville,Tennessee,South,2,319.5380,-45.3867,-14.20,22
UnitedStates-South-Hialeah-Florida,Hialeah,Florida,South,10,2338.9490,-179.2275,-7.66,76
UnitedStates-South-Hickory-NorthCarolina,Hickory,North Carolina,South,2,40.7640,-1.0956,-2.69,5
UnitedStates-South-Hollywood-Florida,Hollywood,Florida,South,8,1070.4740,108.2012,10.11,44
UnitedStates-South-Homestead-Florida,Homestead,Florida,South,2,132.5520,22.3291,16.85,5
UnitedStates-South-Hoover-Alabama,Hoover,Alabama,South,2,525.8500,18.7173,3.56,15
UnitedStates-South-HotSprings-Arkansas,Hot Springs,Arkansas,South,2,245.8300,62.0838,25.25,15
UnitedStates-South-Huntsville-Alabama,Huntsville,Alabama,South,7,2484.3700,1005.2572,40.46,40
UnitedStates-South-Jackson-Mississippi,Jackson,Mississippi,South,18,7426.6100,2100.4405,28.28,138
UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,5,2117.2120,-43.9569,-2.08,48
UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,38,39133.3280,-2445.6608,-6.25,248
UnitedStates-South-Jacksonville-NorthCarolina,Jacksonville,North Carolina,South,23,5579.8550,121.8258,2.18,181
UnitedStates-South-JohnsonCity-Tennessee,Johnson City,Tennessee,South,3,765.8480,11.8562,1.55,43
UnitedStates-South-Jonesboro-Arkansas,Jonesboro,Arkansas,South,5,2915.3200,801.1113,27.48,53
UnitedStates-South-Jupiter-Florida,Jupiter,Florida,South,1,2.0640,0.1548,7.50,1
UnitedStates-South-Kenner-Louisiana,Kenner,Louisiana,South,1,89.3200,19.7976,22.16,4
UnitedStates-South-Kissimmee-Florida,Kissimmee,Florida,South,1,751.9840,84.5982,11.25,2
UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,10,3928.1660,-1165.0755,-29.66,81
UnitedStates-South-Lafayette-Louisiana,Lafayette,Louisiana,South,10,5405.7500,1042.2903,19.28,61
UnitedStates-South-LakeCharles-Louisiana,Lake Charles,Louisiana,South,2,547.4100,241.2558,44.07,16
UnitedStates-South-Lakeland-Florida,Lakeland,Florida,South,6,5606.8865,-188.6365,-3.36,74
UnitedStates-South-Lebanon-Tennessee,Lebanon,Tennessee,South,3,488.8960,83.8057,17.14,14
UnitedStates-South-LittleRock-Arkansas,Little Rock,Arkansas,South,6,3560.3500,1154.6691,32.43,90
UnitedStates-South-Louisville-Kentucky,Louisville,Kentucky,South,17,7275.3900,1975.8966,27.16,131
UnitedStates-South-Macon-Georgia,Macon,Georgia,South,4,364.0100,144.8535,39.79,24
UnitedStates-South-Margate-Florida,Margate,Florida,South,1,15.5520,2.3328,15.00,3
UnitedStates-South-Marietta-Georgia,Marietta,Georgia,South,3,2938.6200,512.1456,17.43,33
UnitedStates-South-Melbourne-Florida,Melbourne,Florida,South,1,95.6160,9.5616,10.00,2
UnitedStates-South-Memphis-Tennessee,Memphis,Tennessee,South,14,5942.3410,-1479.0400,-24.89,116
UnitedStates-South-Miami-Florida,Miami,Florida,South,34,8673.0745,-1150.3704,-13.26,215
UnitedStates-South-Miramar-Florida,Miramar,Florida,South,3,1531.1920,32.2810,2.11,41
UnitedStates-South-Mobile-Alabama,Mobile,Alabama,South,4,5462.9900,2175.8292,39.83,52
UnitedStates-South-Monroe-Louisiana,Monroe,Louisiana,South,6,1757.3700,555.7978,31.63,51
UnitedStates-South-Monroe-NorthCarolina,Monroe,North Carolina,South,6,1213.0640,140.8264,11.61,22
UnitedStates-South-Montgomery-Alabama,Montgomery,Alabama,South,6,3722.7300,834.6571,22.42,48
UnitedStates-South-MountPleasant-SouthCarolina,Mount Pleasant,South Carolina,South,1,545.9400,87.3504,16.00,6
UnitedStates-South-Murfreesboro-Tennessee,Murfreesboro,Tennessee,South,4,337.3330,15.6891,4.65,30
UnitedStates-South-Murray-Kentucky,Murray,Kentucky,South,2,264.6200,94.4658,35.70,8
UnitedStates-South-Nashville-Tennessee,Nashville,Tennessee,South,16,6070.8630,-837.4908,-13.80,114
UnitedStates-South-NewportNews-Virginia,Newport News,Virginia,South,5,3321.9500,1197.0469,36.03,43
UnitedStates-South-NorthCharleston-SouthCarolina,North Charleston,South Carolina,South,2,284.2500,9.6702,3.40,5
UnitedStates-South-NorthMiami-Florida,North Miami,Florida,South,2,22.1280,3.0798,13.92,6
UnitedStates-South-Orlando-Florida,Orlando,Florida,South,6,1740.0800,377.7253,21.71,39
UnitedStates-South-OrmondBeach-Florida,Ormond Beach,Florida,South,1,2.8080,-1.9656,-70.00,3
UnitedStates-South-Owensboro-Kentucky,Owensboro,Kentucky,South,2,71.1800,27.6428,38.84,5
UnitedStates-South-PalmCoast-Florida,Palm Coast,Florida,South,3,274.4280,17.6552,6.43,20
UnitedStates-South-PembrokePines-Florida,Pembroke Pines,Florida,South,4,1714.3755,-72.4491,-4.23,47
UnitedStates-South-Pensacola-Florida,Pensacola,Florida,South,1,2.2140,-1.4760,-66.67,3
UnitedStates-South-PineBluff-Arkansas,Pine Bluff,Arkansas,South,1,212.9100,70.2048,32.97,7
UnitedStates-South-Plantation-Florida,Plantation,Florida,South,3,1436.8360,12.0391,0.84,45
UnitedStates-South-PompanoBeach-Florida,Pompano Beach,Florida,South,2,90.4400,15.0065,16.59,12
UnitedStates-South-PortOrange-Florida,Port Orange,Florida,South,1,7.8240,2.9340,37.50,1
UnitedStates-South-PortSaintLucie-Florida,Port Saint Lucie,Florida,South,3,248.9500,4.4490,1.79,11
UnitedStates-South-Raleigh-NorthCarolina,Raleigh,North Carolina,South,13,4507.5400,472.5940,10.48,77
UnitedStates-South-Richmond-Kentucky,Richmond,Kentucky,South,14,6761.5200,2275.6436,33.66,116
UnitedStates-South-Richmond-Virginia,Richmond,Virginia,South,13,5141.2600,1409.7430,27.42,113
UnitedStates-South-RockHill-SouthCarolina,Rock Hill,South Carolina,South,1,11.8500,3.7920,32.00,3
UnitedStates-South-Rogers-Arkansas,Rogers,Arkansas,South,1,40.4100,18.5886,46.00,9
UnitedStates-South-Roswell-Georgia,Roswell,Georgia,South,9,6652.3200,2427.4353,36.49,64
UnitedStates-South-SaintPetersburg-Florida,Saint Petersburg,Florida,South,6,1690.7920,151.9823,8.99,53
UnitedStates-South-Salem-Virginia,Salem,Virginia,South,6,2039.5500,533.0251,26.13,49
UnitedStates-South-SandySprings-Georgia,Sandy Springs,Georgia,South,4,1997.0300,520.5891,26.07,47
UnitedStates-South-Sanford-Florida,Sanford,Florida,South,1,225.5460,-11.8272,-5.24,9
UnitedStates-South-Smyrna-Georgia,Smyrna,Georgia,South,5,2390.3100,807.3319,33.78,60
UnitedStates-South-Smyrna-Tennessee,Smyrna,Tennessee,South,4,848.5790,19.3717,2.28,26
UnitedStates-South-Southaven-Mississippi,Southaven,Mississippi,South,2,1455.3900,412.8902,28.37,25
UnitedStates-South-Springdale-Arkansas,Springdale,Arkansas,South,1,4.3000,1.4190,33.00,2
UnitedStates-South-Springfield-Virginia,Springfield,Virginia,South,25,16628.5300,4568.5789,27.47,198
UnitedStates-South-Suffolk-Virginia,Suffolk,Virginia,South,4,1597.9000,389.8122,24.40,32
UnitedStates-South-Summerville-SouthCarolina,Summerville,South Carolina,South,1,406.9400,196.9132,48.39,10
UnitedStates-South-Tallahassee-Florida,Tallahassee,Florida,South,9,7250.6690,392.7116,5.42,89
UnitedStates-South-Tamarac-Florida,Tamarac,Florida,South,2,1413.5100,-351.8961,-24.90,15
UnitedStates-South-Tampa-Florida,Tampa,Florida,South,14,5196.0805,-325.2366,-6.26,105
UnitedStates-South-Texarkana-Arkansas,Texarkana,Arkansas,South,2,654.2400,163.3746,24.97,11
UnitedStates-South-Thomasville-NorthCarolina,Thomasville,North Carolina,South,2,151.2920,33.3939,22.07,12
UnitedStates-South-Tuscaloosa-Alabama,Tuscaloosa,Alabama,South,2,175.7000,51.0104,29.03,9
UnitedStates-South-VirginiaBeach-Virginia,Virginia Beach,Virginia,South,11,5752.1300,2024.8837,35.20,62
UnitedStates-South-WarnerRobins-Georgia,Warner Robins,Georgia,South,2,434.8000,53.6884,12.35,10
UnitedStates-South-Waynesboro-Virginia,Waynesboro,Virginia,South,3,3058.7700,603.3858,19.73,32
UnitedStates-South-WestPalmBeach-Florida,West Palm Beach,Florida,South,3,141.3280,31.6092,22.37,11
UnitedStates-South-Wilmington-NorthCarolina,Wilmington,North Carolina,South,9,743.1620,172.6296,23.23,37
UnitedStates-South-Wilson-NorthCarolina,Wilson,North Carolina,South,3,368.7320,-14.3360,-3.89,20
UnitedStates-South-Woodstock-Georgia,Woodstock,Georgia,South,1,286.6500,104.8788,36.59,16
UnitedStates-West-Albuquerque-NewMexico,Albuquerque,New Mexico,West,7,2220.1600,634.0881,28.56,65
UnitedStates-West-Anaheim-California,Anaheim,California,West,9,7986.8700,1234.0036,15.45,112
UnitedStates-West-Antioch-California,Antioch,California,West,1,19.4400,9.3312,48.00,3
UnitedStates-West-AppleValley-California,Apple Valley,California,West,3,1915.0810,283.6184,14.81,27
UnitedStates-West-Arvada-Colorado,Arvada,Colorado,West,1,503.4000,59.8556,11.89,10
UnitedStates-West-Auburn-Washington,Auburn,Washington,West,1,4.1800,1.5048,36.00,1
UnitedStates-West-Aurora-Colorado,Aurora,Colorado,West,15,4083.5100,-797.0190,-19.52,130
UnitedStates-West-Avondale-Arizona,Avondale,Arizona,West,3,946.8080,76.1690,8.04,30
UnitedStates-West-Bakersfield-California,Bakersfield,California,West,8,1377.2900,187.9247,13.64,47
UnitedStates-West-Bellevue-Washington,Bellevue,Washington,West,5,103.6220,37.0548,35.76,18
UnitedStates-West-Bellingham-Washington,Bellingham,Washington,West,2,3790.2400,610.5908,16.11,24
UnitedStates-West-Billings-Montana,Billings,Montana,West,1,8.2880,2.6936,32.50,2
UnitedStates-West-Boise-Idaho,Boise,Idaho,West,3,1094.4700,221.9373,20.28,9
UnitedStates-West-Bozeman-Montana,Bozeman,Montana,West,1,43.6600,20.8106,47.67,5
UnitedStates-West-Brentwood-California,Brentwood,California,West,6,5090.1140,1216.8104,23.91,66
UnitedStates-West-Broomfield-Colorado,Broomfield,Colorado,West,2,793.5040,62.4450,7.87,23
UnitedStates-West-BullheadCity-Arizona,Bullhead City,Arizona,West,1,22.2880,6.7232,30.17,3
UnitedStates-West-Burbank-California,Burbank,California,West,1,3247.1580,764.5338,23.54,13
UnitedStates-West-Caldwell-Idaho,Caldwell,Idaho,West,1,455.6320,58.6966,12.88,11
UnitedStates-West-Camarillo-California,Camarillo,California,West,2,1467.5175,158.7956,10.82,16
UnitedStates-West-Carlsbad-NewMexico,Carlsbad,New Mexico,West,5,419.3400,157.7661,37.62,35
UnitedStates-West-Chandler-Arizona,Chandler,Arizona,West,6,1076.7470,81.4605,7.57,23
UnitedStates-West-Cheyenne-Wyoming,Cheyenne,Wyoming,West,1,1603.1360,100.1960,6.25,4
UnitedStates-West-Chico-California,Chico,California,West,3,2050.1780,205.1254,10.01,43
UnitedStates-West-ChulaVista-California,Chula Vista,California,West,3,1041.6200,248.4346,23.85,13
UnitedStates-West-CitrusHeights-California,Citrus Heights,California,West,1,129.3900,54.3438,42.00,3
UnitedStates-West-Clovis-NewMexico,Clovis,New Mexico,West,1,111.4200,11.6352,10.44,10
UnitedStates-West-Coachella-California,Coachella,California,West,1,163.5500,47.1736,28.84,3
UnitedStates-West-ColoradoSprings-Colorado,Colorado Springs,Colorado,West,9,3694.0090,-956.6841,-25.90,110
UnitedStates-West-CommerceCity-Colorado,Commerce City,Colorado,West,1,146.3520,-32.9292,-22.50,3
UnitedStates-West-Concord-California,Concord,California,West,6,2602.9280,282.4208,10.85,26
UnitedStates-West-CostaMesa-California,Costa Mesa,California,West,5,1497.6700,297.2089,19.84,42
UnitedStates-West-Covington-Washington,Covington,Washington,West,2,413.6800,115.1094,27.83,20
UnitedStates-West-Danville-California,Danville,California,West,1,1158.8820,282.4405,24.37,31
UnitedStates-West-Davis-California,Davis,California,West,1,32.4000,15.5520,48.00,5
UnitedStates-West-Denver-Colorado,Denver,Colorado,West,17,12198.7930,-244.9200,-2.01,164
UnitedStates-West-DesMoines-Washington,Des Moines,Washington,West,5,3454.4380,1250.3434,36.20,17
UnitedStates-West-Draper-Utah,Draper,Utah,West,2,263.6500,92.7255,35.17,13
UnitedStates-West-Dublin-California,Dublin,California,West,1,22.0000,1.3750,6.25,5
UnitedStates-West-Edmonds-Washington,Edmonds,Washington,West,5,2523.6920,634.2478,25.13,42
UnitedStates-West-ElCajon-California,El Cajon,California,West,2,865.6160,52.6872,6.09,6
UnitedStates-West-Encinitas-California,Encinitas,California,West,2,591.9810,71.0588,12.00,13
UnitedStates-West-Englewood-Colorado,Englewood,Colorado,West,1,124.0560,13.7547,11.09,6
UnitedStates-West-Escondido-California,Escondido,California,West,3,94.5480,27.7530,29.35,9
UnitedStates-West-Eugene-Oregon,Eugene,Oregon,West,1,1465.0320,134.0372,9.15,23
UnitedStates-West-Everett-Washington,Everett,Washington,West,1,3.8560,1.3978,36.25,1
UnitedStates-West-Fairfield-California,Fairfield,California,West,2,1470.5840,117.9774,8.02,30
UnitedStates-West-Farmington-NewMexico,Farmington,New Mexico,West,3,718.7200,169.4115,23.57,11
UnitedStates-West-FortCollins-Colorado,Fort Collins,Colorado,West,5,935.2520,-252.6926,-27.02,20
UnitedStates-West-Fresno-California,Fresno,California,West,11,7888.5285,948.2681,12.02,106
UnitedStates-West-Gilbert-Arizona,Gilbert,Arizona,West,5,4172.3820,138.2530,3.31,58
UnitedStates-West-Glendale-Arizona,Glendale,Arizona,West,13,2917.8650,182.8598,6.27,67
UnitedStates-West-GreatFalls-Montana,Great Falls,Montana,West,3,4605.5800,1582.7071,34.36,30
UnitedStates-West-Greeley-Colorado,Greeley,Colorado,West,1,30.3520,10.3614,34.14,5
UnitedStates-West-Gresham-Oregon,Gresham,Oregon,West,4,2133.4240,150.8644,7.07,28
UnitedStates-West-Helena-Montana,Helena,Montana,West,2,443.8400,74.6222,16.81,17
UnitedStates-West-Henderson-Nevada,Henderson,Nevada,West,2,1888.0580,393.0440,20.82,13
UnitedStates-West-Hesperia-California,Hesperia,California,West,3,1213.1715,98.5269,8.12,18
UnitedStates-West-Hillsboro-Oregon,Hillsboro,Oregon,West,2,87.8380,1.5455,1.76,14
UnitedStates-West-HuntingtonBeach-California,Huntington Beach,California,West,5,2527.8200,880.0392,34.81,19
UnitedStates-West-Inglewood-California,Inglewood,California,West,4,3479.3280,1026.6960,29.51,53
UnitedStates-West-Kent-Washington,Kent,Washington,West,3,1351.2540,603.0963,44.63,28
UnitedStates-West-LaMesa-California,La Mesa,California,West,1,367.5300,114.3870,31.12,8
UnitedStates-West-LaQuinta-California,La Quinta,California,West,1,46.3200,18.0648,39.00,4
UnitedStates-West-LagunaNiguel-California,Laguna Niguel,California,West,3,290.9830,41.9815,14.43,15
UnitedStates-West-LakeElsinore-California,Lake Elsinore,California,West,1,283.9200,17.7450,6.25,5
UnitedStates-West-LakeForest-California,Lake Forest,California,West,2,1625.5360,327.5314,20.15,17
UnitedStates-West-Lakewood-California,Lakewood,California,West,5,1583.6830,43.9624,2.78,35
UnitedStates-West-Lancaster-California,Lancaster,California,West,4,477.4440,79.4372,16.64,15
UnitedStates-West-LasCruces-NewMexico,Las Cruces,New Mexico,West,3,98.7700,43.9394,44.49,9
UnitedStates-West-LasVegas-Nevada,Las Vegas,Nevada,West,8,1834.0200,332.4433,18.13,61
UnitedStates-West-Layton-Utah,Layton,Utah,West,1,4.9600,2.3312,47.00,4
UnitedStates-West-Lehi-Utah,Lehi,Utah,West,2,1516.7260,451.6626,29.78,8
UnitedStates-West-Lewiston-Idaho,Lewiston,Idaho,West,1,9.5840,3.3544,35.00,1
UnitedStates-West-Littleton-Colorado,Littleton,Colorado,West,1,72.2940,-98.8018,-136.67,1
UnitedStates-West-Lodi-California,Lodi,California,West,2,136.9800,44.4858,32.48,9
UnitedStates-West-Logan-Utah,Logan,Utah,West,1,280.2760,46.9632,16.76,21
UnitedStates-West-LongBeach-California,Long Beach,California,West,11,4933.8300,746.3956,15.13,114
UnitedStates-West-Longmont-Colorado,Longmont,Colorado,West,2,915.0880,34.8252,3.81,10
UnitedStates-West-Longview-Washington,Longview,Washington,West,2,119.2100,38.8983,32.63,10
UnitedStates-West-LosAngeles-California,Los Angeles,California,West,384,175851.3410,30440.7579,17.31,2879
UnitedStates-West-Louisville-Colorado,Louisville,Colorado,West,12,5070.4160,-3406.2095,-67.18,90
UnitedStates-West-Loveland-Colorado,Loveland,Colorado,West,3,20.9640,4.4778,21.36,8
UnitedStates-West-Manteca-California,Manteca,California,West,2,452.1820,172.2358,38.09,8
UnitedStates-West-Marysville-Washington,Marysville,Washington,West,2,102.1800,3.3150,3.24,15
UnitedStates-West-Medford-Oregon,Medford,Oregon,West,3,90.2180,19.7009,21.84,10
UnitedStates-West-Meridian-Idaho,Meridian,Idaho,West,2,329.0520,95.2140,28.94,11
UnitedStates-West-Mesa-Arizona,Mesa,Arizona,West,14,4037.7400,-559.2314,-13.85,128
UnitedStates-West-MissionViejo-California,Mission Viejo,California,West,3,775.9860,151.0645,19.47,18
UnitedStates-West-Missoula-Montana,Missoula,Montana,West,1,487.9840,152.4950,31.25,2
UnitedStates-West-Modesto-California,Modesto,California,West,3,326.1500,19.9430,6.11,10
UnitedStates-West-Montebello-California,Montebello,California,West,1,27.8800,3.9032,14.00,2
UnitedStates-West-MorenoValley-California,Moreno Valley,California,West,5,1262.4660,353.6301,28.01,42
UnitedStates-West-MorganHill-California,Morgan Hill,California,West,1,545.0100,7.8460,1.44,16
UnitedStates-West-Murray-Utah,Murray,Utah,West,2,146.3180,37.0628,25.33,15
UnitedStates-West-Murrieta-California,Murrieta,California,West,1,484.6500,92.0835,19.00,3
UnitedStates-West-NorthLasVegas-Nevada,North Las Vegas,Nevada,West,7,9801.0020,2247.6899,22.93,58
UnitedStates-West-Oakland-California,Oakland,California,West,13,5964.4180,834.1029,13.98,107
UnitedStates-West-Oceanside-California,Oceanside,California,West,5,499.6120,117.5130,23.52,25
